scenario,condition,ID,content_mean,content_variance,alpha_accuracy_mean,alpha_accuracy_variance,alpha_target_mean,alpha_target_variance,alpha0,beta,gamma,epoch,action,action_prob,alpha_target,alpha_accuracy,content,alpha_target_sd,alpha_accuracy_sd,content_sd
All,Differing-content,459,0.8,0.0225,0.5,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.83156,-0.3549804550353212,0.2838404350704999,0.5956880432649221,0.11248340607621798,0.2023398387668217,0.19524796307142867
All,Differing-content,459,0.8,0.0225,0.5,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.35611391988617197,0.285898421575321,0.5986317494162297,0.11442063508499657,0.20139028585599517,0.19570679048632084
All,Differing-content,459,0.8,0.0225,0.5,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.87835,-0.36973273521154243,0.27078517597682533,0.5799442144426642,0.10134830253051516,0.19417735999308433,0.19353314715379286
All,Differing-content,459,0.8,0.0225,0.5,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.29013272863987843,0.33971048333886167,0.6564860858524255,0.1650600171261771,0.2247133705921756,0.19615368672290281
All,Differing-content,459,0.8,0.0225,0.5,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.73678,-0.33379203931475976,0.3073164071642287,0.621046058093814,0.12911725339174282,0.212809797124275,0.19586711898824638
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_1,Prior,,-0.29950851044840526,0.20000787402792514,0.1997822580412069,0.24999999999999997,0.24999999999999997,0.1
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.87864,-0.3624212612708696,0.2130721995617545,0.19883135576558045,0.1805706469926063,0.2572465975863304,0.09941448418711848
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.36594518936266096,0.2108930695216577,0.19876841725483219,0.18324253024769127,0.2573866995404846,0.10045127573278176
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.94297,-0.3920230996483815,0.2202399028601554,0.19773950303201773,0.14729439528826105,0.26212012171136106,0.09999290713049981
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.4051892014694259,0.22321301078758182,0.1987650289594297,0.13560774386735708,0.2615106066977214,0.09965634616070548
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.97279,-0.4141265982385921,0.22698930649093366,0.19872254574944614,0.119633177445426,0.2631859221903429,0.09941978528096335
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.4126397493335608,0.2245656708784284,0.1976477418333731,0.1240685604484327,0.2611194338503021,0.09990108663610023
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.97488,-0.4194639968239879,0.22888052275786389,0.19733304395237516,0.11184862150754793,0.26291985495355524,0.099971989449389
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.3922877950021665,0.21709307685200066,0.1995786468321649,0.1526622057510275,0.261160363146007,0.09999148558589546
All,Differing-content,102,0.2,0.01,0.2,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.95745,-0.40582071661760594,0.22484808659953143,0.199610526837269,0.1309559229724239,0.2635772234956315,0.0995641550793654
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Prior,,-0.30022920619695104,0.4986159196386944,0.20005304057256618,0.05,0.25,0.05
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.99217,-0.3003455535447421,0.501463689198322,0.1999508574586836,0.04979486674951601,0.24972606571263573,0.049762306974944236
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Prior,,-0.3004732837708025,0.5024306763141593,0.19985608920283074,0.049883668793661455,0.24868780463327508,0.04947390117133896
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.99193,-0.3009093534769768,0.5053090669144517,0.199736977635647,0.049983727571400044,0.2479944315923687,0.04929280438163735
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Prior,,-0.3011455011376163,0.5047892563912948,0.20099001152478307,0.04972845461089554,0.24604997109109578,0.049686020754036796
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.99328,-0.30142970730207913,0.5044117067785354,0.20072995012957925,0.04952683940895724,0.24571364322488054,0.04952601806582456
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Prior,,-0.30105657105456574,0.5060241633936305,0.20053269358300213,0.04866536287133942,0.2445865737821248,0.04922739198334199
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.99408,-0.3011425675680636,0.5078105217945366,0.20026489300655617,0.04878240737842989,0.24360200231686924,0.04915149688493559
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Prior,,-0.3006640726056847,0.5044896824319207,0.20010120386308544,0.05003461471362371,0.24836735733043194,0.04939919612634624
All,Differing-content,46,0.2,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.99234,-0.30074242043997906,0.5059235320476224,0.19975740817998594,0.05001158977869931,0.24772981241738465,0.049414198211489756
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_1,Prior,,-0.2997675308278884,0.4998046379018307,0.8001226702158635,0.24999999999999997,0.1499999999994,0.1
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.56143,-0.42935811774498384,0.4683674681828958,0.7784390869927834,0.10451152342040532,0.14548988652985922,0.10351360910503248
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.42949216653030414,0.4701750830541751,0.7781936488777906,0.10801765368349434,0.1459285808561946,0.10415422923883814
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.76779,-0.4522646270807972,0.447249149669735,0.7634171758262881,0.07288241068686789,0.14188176718581666,0.10490311750538837
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.4632868788436754,0.43480850561816364,0.7485413385947081,0.05918045409489453,0.13838863345391944,0.10823210273402473
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.87159,-0.4685819401924611,0.42230264812400575,0.7385561938160424,0.04994147713403942,0.13486269013705943,0.10794340673875438
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.46880164090372184,0.42042729199338585,0.7381040941436234,0.05145633130625605,0.13562054472307303,0.10816539678010123
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.88805,-0.47174905661953787,0.4103431676138822,0.7299117306580226,0.045294980917090645,0.1328424478264276,0.10801222418355709
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.45284415584549464,0.4513215779755137,0.763061389837083,0.07552300307634757,0.14336537560283588,0.10648906381708434
All,Differing-content,363,0.8,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.82833,-0.46233400450104634,0.43486942536214107,0.7501551069520644,0.058868451015221236,0.13904703264974075,0.10709573164771966
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_1,Prior,,-0.29950852125167154,0.800577341190617,0.7999331781597141,0.24999999999999997,0.24999999999999997,0.05
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.31333999999999995,-0.44137541016111415,0.6469331722657898,0.7840103453206185,0.09289179229187192,0.2974730592736255,0.051938601235263684
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.4415991347794115,0.6740504069046132,0.7834902318525884,0.09321948748860553,0.3065370620470471,0.05267153318309353
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.58718,-0.4608937575480128,0.5441909975019132,0.772509486264248,0.06371489571553014,0.31276196168033815,0.05345616884865382
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.4691399800235187,0.4678608339553056,0.7665700918350377,0.052103750672949936,0.30808352299834946,0.05496290783245158
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.80982,-0.4734634045236241,0.3967423730209599,0.7615642893166558,0.04448133814662243,0.2852591371490606,0.05524141247564071
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.47299794064988376,0.40492976083030763,0.7605314689944219,0.0458946116410734,0.28972744234875014,0.05538976254218535
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.85504,-0.475535524696847,0.35320580069109536,0.7565054337390861,0.04090912549542215,0.2673063162001548,0.05551538875013676
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.46126961723553483,0.5570128648053765,0.7734978593519463,0.0638957805515359,0.3190584509827223,0.05362814022872505
All,Differing-content,318,0.8,0.0025,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.71074,-0.46896241698662916,0.4590325493882459,0.7659985181757294,0.0511848513409259,0.30311128774730245,0.054289701320056685
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_1,Prior,,-3.233453822415152e-05,0.49986071735604154,0.1999411374105098,0.05,0.1499999999994,0.1
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.90611,-0.0018655652583044933,0.5076879805153028,0.19200307008345394,0.04951816489980981,0.14740993693664264,0.09363590753194989
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_2,Prior,,-0.001876227394691179,0.5095334395540271,0.19231055084527202,0.04937076485541212,0.14573987698685703,0.09398424392630711
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.9174,-0.003369113295477728,0.5160531082089699,0.1855670247246536,0.04897979263864943,0.14292734720363462,0.089230871580617
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_4,Prior,,-0.005724559287948048,0.5196170085475852,0.17991522948959018,0.04841637638800533,0.1393689603905051,0.08694914735669826
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.93367,-0.007109327402993084,0.5251327002146328,0.17476382737634247,0.048298771268289804,0.13774474199277753,0.08346993865469746
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_5,Prior,,-0.007588564672875007,0.5253750932487964,0.17517963457700333,0.0480489555291824,0.13838343112214657,0.08341839376789148
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.94228,-0.008516304596446754,0.5302530143467011,0.17084122221383563,0.04777384654150557,0.13663644325638752,0.08025880809662725
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_3,Prior,,-0.004031276772435305,0.5160992632054344,0.18575079291366345,0.04862868524941243,0.1430874885066401,0.09083301704783553
All,Differing-content,121,0.2,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.93408,-0.005246585352840543,0.5223601727444492,0.18063846803946332,0.04835480234048286,0.14134542397289643,0.08640915712590083
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_1,Prior,,0.30035261032488997,0.7999374150765051,0.20018144609060703,0.14999999999919672,0.05,0.05
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.77999,0.271069883849442,0.8023354145230379,0.19260131148181717,0.15377636272663678,0.04927327147276898,0.04744323892227433
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_2,Prior,,0.2736258432839458,0.802074421272494,0.19224003710917734,0.1562618309542769,0.04983158709436352,0.04772952314483518
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.81693,0.24734083760513506,0.8042586368847798,0.1868826966843031,0.15812464687946362,0.04921238348242079,0.04550901233865826
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_4,Prior,,0.22184085440625964,0.8057365094210409,0.18325636223978223,0.1616404345477626,0.0473841586157635,0.04329419588446338
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.87696,0.20280221321261332,0.8071272361387214,0.18020999115434272,0.16064638169052406,0.04710119545719939,0.042176257052325174
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_5,Prior,,0.20457898758332735,0.8068283778855496,0.18040895781165847,0.16109006153354624,0.047648118455720354,0.041951203299365976
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.89046,0.18985099483592346,0.8081007220907185,0.17775269950187333,0.15921341979086995,0.04741614782018477,0.041039297005855555
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_3,Prior,,0.2461963481423534,0.8042839567855934,0.18685198003164366,0.16068228555723,0.048728638622663176,0.045288449295714565
All,Differing-content,62,0.2,0.0025,0.8,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.8518,0.22399716592656513,0.8059742909024326,0.18263569820378495,0.1613268375391642,0.048037580846941354,0.043626109352652015
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_1,Prior,,-0.30009709881394364,0.20068189606796563,0.20000947550713383,0.14999999999919672,0.14999999999919672,0.05
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.95071,-0.3141014411949286,0.20460444362442787,0.19975503075643636,0.13587237130109348,0.15182234618821044,0.050032608159037414
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_2,Prior,,-0.31413167625675664,0.20262487735640772,0.1994564268647376,0.1369976039778457,0.1513252750150013,0.050122092172629494
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.95941,-0.3243277113949799,0.20595656484061825,0.19932727876612608,0.12690541482286657,0.15230078101207725,0.049931628124339364
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_4,Prior,,-0.3328127614224482,0.21095296963129836,0.19786895326507073,0.12238872667845974,0.15375485742732012,0.04936530377734536
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.97091,-0.338090446658314,0.21334430907815707,0.19767798412581655,0.11649202556249187,0.15422936711857493,0.04940760384655163
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_5,Prior,,-0.33888700464577515,0.21246036654748413,0.19779458321249274,0.1176950474503581,0.15336051410543639,0.04958095653596902
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.97551,-0.3436988179344013,0.21525947124759934,0.19758497948809206,0.11212941988238018,0.15368228399033035,0.0496698254159118
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_3,Prior,,-0.3245080769304732,0.20447411130580379,0.19894856967161356,0.12829504036562514,0.15228786584743925,0.04964367898298685
All,Differing-content,11,0.2,0.0025,0.2,0.0225,0.2,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.95959,-0.3321759244526204,0.20795052970478603,0.19848085599982157,0.12060571442117088,0.15266321243678732,0.04955684061136475
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_1,Prior,,-0.00017575094344864808,0.49997613459253526,0.20003667801984076,0.05,0.1499999999994,0.05
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.92999,-0.001625626260503906,0.5082983118562694,0.19858363254255576,0.04957321951157635,0.1472182332136941,0.0492900322481608
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_2,Prior,,-0.0017391498577137697,0.5093843458230293,0.1983963835592966,0.049251562650010905,0.14629455819740722,0.04897075540892447
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.93077,-0.002759242236876062,0.5169576740417698,0.19697172576040856,0.048907986290764476,0.14400335488403296,0.04842315105703262
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_4,Prior,,-0.004699916328902899,0.520465649876476,0.19518039443075327,0.04909529772561713,0.1395022591835976,0.04841893605662915
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.94166,-0.005961377986977695,0.5263876589706089,0.19374937663940545,0.048788658478705074,0.13773841163589098,0.04784163778982432
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_5,Prior,,-0.006326235149457057,0.5271812093823449,0.19414393600475674,0.048348218056553226,0.13733664011038282,0.04780864756965382
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.94207,-0.007868622688293003,0.5323786956666612,0.1930996790130151,0.04816013815207182,0.13539587444204879,0.047336070242383295
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_3,Prior,,-0.0026747534861185666,0.5160310654845582,0.19655353184287913,0.04926383790760187,0.14311810945865674,0.048522928718292564
All,Differing-content,40,0.2,0.0025,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.93596,-0.004316152209527884,0.5235623058838387,0.1953482546472186,0.04877259628835447,0.14042162979717301,0.048016986524174
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_1,Prior,,-0.3004780817044536,0.8001874151501664,0.200026926420057,0.24999999999999997,0.24999999999999997,0.1
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.97,-0.31909495822792644,0.8066637505416034,0.1974435306624578,0.2298026928374898,0.24439219049971853,0.09853152621974812
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_2,Prior,,-0.32176259303474397,0.8066781893475302,0.1966567243357235,0.22862733894699785,0.2441690779281854,0.09823409257309695
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.97401,-0.33369259072795654,0.8112367787501058,0.19471030246852872,0.21390852963929274,0.239714575610648,0.09665745849921165
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_4,Prior,,-0.34405292532302106,0.8110944160047763,0.1932308262797098,0.20386810094874008,0.23793609525764656,0.09653631532280824
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.98605,-0.35166378646236374,0.815194970675343,0.1928267648761661,0.1935991211107248,0.23522315341344988,0.09545193561125169
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_5,Prior,,-0.3506423089018727,0.815611338606463,0.1916629359866175,0.197835862927827,0.23431315543094242,0.09547254043703521
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.98573,-0.3574613157188771,0.8185063208957015,0.19055861720239525,0.1882765416530091,0.23162832337370698,0.09448302290411019
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_3,Prior,,-0.33192818723047457,0.807883892757788,0.19483704135615784,0.21588082348207746,0.24180364459926637,0.0971749750184862
All,Differing-content,156,0.2,0.01,0.8,0.0625,0.2,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.97975,-0.3419569256304443,0.8129217362029189,0.19356812472955065,0.20391333925845817,0.23659359617125036,0.09585379979413745
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_1,Prior,,-9.90063647862602e-05,0.49981686625941657,0.20018012139240346,0.1499999999994,0.1499999999994,0.1
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.86647,-0.020941991936302005,0.5099995221227277,0.1899280590172984,0.1427585525080099,0.14793099743765742,0.09360774809058764
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_2,Prior,,-0.02054171090090303,0.5110729089642762,0.19005171136609436,0.14236690979967898,0.14716309113188977,0.09402709480661346
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.90438,-0.035770185101414546,0.52011892893588,0.18305158683511832,0.13661729717895998,0.144763993408402,0.08968403769726523
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_4,Prior,,-0.047303979963528364,0.5256039132789811,0.17672735183411667,0.1322756425534797,0.14320022939909796,0.08532140469008286
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.93532,-0.055940261549701595,0.5323614819789092,0.17254214790620837,0.12841147468065142,0.14163440911081135,0.08230405368964168
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_5,Prior,,-0.05555902571976475,0.5309273956281684,0.17188365261406918,0.12794529569991492,0.14210509383091632,0.08217289862072158
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.94643,-0.06367336088328979,0.5358819382898132,0.16831972506184747,0.12460061209910156,0.14032195581948387,0.08000091845393871
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_3,Prior,,-0.03619144970141481,0.5200398439367739,0.18268330545338413,0.13653315469232402,0.14435026975828533,0.0897316545910351
All,Differing-content,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.91897,-0.04796612908923025,0.5255817812502114,0.17679961184420523,0.13175272009592565,0.14278532341047712,0.086120188364499
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Prior,,-0.3003545673051401,0.49987291110868703,0.20049599998177794,0.05,0.25,0.14999999999919672
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.98587,-0.30026277149702585,0.5007153167063086,0.19644350166349844,0.04975864929216568,0.2500922722760786,0.14531919296867127
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Prior,,-0.30064491295063267,0.5036245587420449,0.1945311920768857,0.04961721698267882,0.2489756784328224,0.14534622768100092
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.98429,-0.3008966433260147,0.5035457635291508,0.19113966185731798,0.049579698175875625,0.24861301917651868,0.1414784074940903
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Prior,,-0.30148533526643456,0.5017019438577326,0.1917860756064562,0.049185936384485936,0.25072372870651666,0.14148614511117166
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.98721,-0.30192839641957875,0.5041034312968204,0.1895191189444664,0.04903744852375714,0.25060104591076177,0.13826500901883662
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Prior,,-0.3025374236993816,0.5066787149299808,0.1875523661739775,0.04922180090423478,0.251210855405728,0.13741119777822483
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.98698,-0.30275321159954643,0.5085850352693577,0.18407708705549536,0.04902772336550879,0.25037530183446366,0.1344801353943939
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Prior,,-0.3013045548498131,0.5002711695461408,0.1936255410926265,0.04919893268659614,0.25078626855261893,0.1436537221654345
All,Differing-content,208,0.2,0.0225,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.98659,-0.3015595927928706,0.49945824703234293,0.1909128636065749,0.04894330567606898,0.24998815802374078,0.14052911546566463
All,Differing-content,149,0.2,0.01,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_1,Prior,,0.0006416846459611995,0.7999468871337959,0.20003439462416495,0.1499999999994,0.14999999999919672,0.1
All,Differing-content,149,0.2,0.01,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.95004,-0.008211204443117615,0.8047880808708577,0.19258664596811004,0.14661021993581558,0.14678683073250084,0.09356054621638507
All,Differing-content,149,0.2,0.01,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_2,Prior,,-0.005810159526227176,0.8034593430357528,0.1929770523835534,0.1478962020467339,0.14867851842004,0.09520038825676112
All,Differing-content,149,0.2,0.01,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.95252,-0.013741325397517995,0.8078743741909897,0.18755050119163366,0.14519542424058673,0.14465927130676634,0.09066541089872573
